plot_name;treatment;natives;non_natives;number_focal_sp;cover_focal_sp;forbs;graminoids;legumes;bare_ground;non_focal_inv1;non_focal_inv2;background_management;site_type;year;species;site_name;datum;municipality;longitude;latitude;northing;easting;elevation;plotID
C1;control;4;1;1;1;4;2;0;8;NA;NA;no;Parking;2021;erigeron;E 8.4;24.06.2021 00:00;Disentis;8.8422542;46.699925;2707259.619;1172894.909;1230.822144;E 8.4_C1
R1;removal;6;1;2;1;6;1;0;7;NA;NA;no;roadside;2021;erigeron;E 11.1;24.06.2021 00:00;Fidaz;9.323815;46.85153;2743672.549;1190513.453;1396.261597;E 11.1_R1
R1;removal;8;2;7;2;6;6;5;2;NA;NA;no;roadside;2021;erigeron;E 14.1;05.07.2021 00:00;Lukmanier (TI);8.8069242;46.552884;2704843.295;1156505.644;1823.740601;E 14.1_R1
C1;control;8;2;13;2;7;6;3;3;NA;NA;no;roadside;2021;erigeron;E 14.1;05.07.2021 00:00;Lukmanier (TI);8.8069242;46.552884;2704843.295;1156505.644;1823.740601;E 14.1_C1
R2;removal;8;2;5;2;6;6;4;3;NA;NA;no;roadside;2021;erigeron;E 14.1;05.07.2021 00:00;Lukmanier (TI);8.8069242;46.552884;2704843.295;1156505.644;1823.740601;E 14.1_R2
C2;control;8;2;2;2;7;5;5;2;NA;NA;no;roadside;2021;erigeron;E 14.1;05.07.2021 00:00;Lukmanier (TI);8.8069242;46.552884;2704843.295;1156505.644;1823.740601;E 14.1_C2
R1;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.1;24.05.2022 00:00;Chur;9.503204;46.845254;2757366.281;1190160.425;599.2714844;E 1.1_R1
C1;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.1;24.05.2022 00:00;Chur;9.503204;46.845254;2757366.281;1190160.425;599.2714844;E 1.1_C1
R1;removal;8;2;4;2;4;8;2;3;NA;NA;no;roadside;2022;erigeron;E 2.1;25.05.2022 00:00;Bonaduz;9.3801951;46.812686;2748077.513;1186301.911;678.8043823;E 2.1_R1
C1;control;8;2;8;2;3;8;0;3;NA;NA;no;roadside;2022;erigeron;E 2.1;25.05.2022 00:00;Bonaduz;9.3801951;46.812686;2748077.513;1186301.911;678.8043823;E 2.1_C1
R2;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 2.1;25.05.2022 00:00;Bonaduz;9.3801951;46.812686;2748077.513;1186301.911;678.8043823;E 2.1_R2
C2;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 2.1;25.05.2022 00:00;Bonaduz;9.3801951;46.812686;2748077.513;1186301.911;678.8043823;E 2.1_C2
R1;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 2.2;25.05.2022 00:00;Bonaduz;9.3856731;46.812453;2748496.066;1186286.38;669.2020874;E 2.2_R1
C1;control;8;1;6;1;5;8;5;1;NA;NA;no;roadside;2022;erigeron;E 2.2;25.05.2022 00:00;Bonaduz;9.3856731;46.812453;2748496.066;1186286.38;669.2020874;E 2.2_C1
R2;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 2.2;25.05.2022 00:00;Bonaduz;9.3856731;46.812453;2748496.066;1186286.38;669.2020874;E 2.2_R2
C2;control;8;1;2;1;8;6;2;1;NA;NA;no;roadside;2022;erigeron;E 2.2;25.05.2022 00:00;Bonaduz;9.3856731;46.812453;2748496.066;1186286.38;669.2020874;E 2.2_C2
R1;removal;8;2;9;1;5;8;5;1;2;NA;no;roadside;2022;erigeron;E 1.2;25.05.2022 00:00;Domat-Ems;9.4192688;46.828206;2751014.834;1188101.023;612.8031006;E 1.2_R1
C1;control;8;2;35;2;3;8;4;3;1;NA;no;roadside;2022;erigeron;E 1.2;25.05.2022 00:00;Domat-Ems;9.4192688;46.828206;2751014.834;1188101.023;612.8031006;E 1.2_C1
R2;removal;8;2;46;2;2;8;3;5;2;NA;no;roadside;2022;erigeron;E 1.2;25.05.2022 00:00;Domat-Ems;9.4192688;46.828206;2751014.834;1188101.023;612.8031006;E 1.2_R2
C2;control;7;4;104;3;4;6;2;6;2;NA;no;roadside;2022;erigeron;E 1.2;25.05.2022 00:00;Domat-Ems;9.4192688;46.828206;2751014.834;1188101.023;612.8031006;E 1.2_C2
R3;removal;7;4;67;2;4;7;1;5;4;NA;no;roadside;2022;erigeron;E 1.2;25.05.2022 00:00;Domat-Ems;9.4192688;46.828206;2751014.834;1188101.023;612.8031006;E 1.2_R3
C3;control;8;3;70;3;5;7;3;2;0;NA;no;roadside;2022;erigeron;E 1.2;25.05.2022 00:00;Domat-Ems;9.4192688;46.828206;2751014.834;1188101.023;612.8031006;E 1.2_C3
R4;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.2;25.05.2022 00:00;Domat-Ems;9.4192688;46.828206;2751014.834;1188101.023;612.8031006;E 1.2_R4
C4;control;8;1;9;1;5;8;0;1;0;NA;no;roadside;2022;erigeron;E 1.2;25.05.2022 00:00;Domat-Ems;9.4192688;46.828206;2751014.834;1188101.023;612.8031006;E 1.2_C4
R1;removal;8;2;6;2;5;7;0;5;NA;NA;yes;roadside;2022;erigeron;E 2.3;07.06.2022 00:00;Tamins;9.4101563;46.830034;2750314.753;1188286.64;636.0404053;E 2.3_R1
C1;control;8;2;18;2;3;8;2;5;NA;NA;yes;roadside;2022;erigeron;E 2.3;07.06.2022 00:00;Tamins;9.4101563;46.830034;2750314.753;1188286.64;636.0404053;E 2.3_C1
R2;removal;7;2;7;2;3;7;0;6;NA;NA;yes;roadside;2022;erigeron;E 2.3;07.06.2022 00:00;Tamins;9.4101563;46.830034;2750314.753;1188286.64;636.0404053;E 2.3_R2
C2;control;8;3;23;3;3;8;0;5;NA;NA;yes;roadside;2022;erigeron;E 2.3;07.06.2022 00:00;Tamins;9.4101563;46.830034;2750314.753;1188286.64;636.0404053;E 2.3_C2
R3;removal;8;1;3;1;4;8;0;4;NA;NA;yes;roadside;2022;erigeron;E 2.3;07.06.2022 00:00;Tamins;9.4101563;46.830034;2750314.753;1188286.64;636.0404053;E 2.3_R3
C3;control;7;1;2;1;3;7;0;6;NA;NA;yes;roadside;2022;erigeron;E 2.3;07.06.2022 00:00;Tamins;9.4101563;46.830034;2750314.753;1188286.64;636.0404053;E 2.3_C3
R4;removal;8;3;16;3;3;8;0;5;NA;NA;yes;roadside;2022;erigeron;E 2.3;07.06.2022 00:00;Tamins;9.4101563;46.830034;2750314.753;1188286.64;636.0404053;E 2.3_R4
C4;control;8;1;3;1;3;8;0;4;NA;NA;yes;roadside;2022;erigeron;E 2.3;07.06.2022 00:00;Tamins;9.4101563;46.830034;2750314.753;1188286.64;636.0404053;E 2.3_C4
R1;removal;8;0;0;0;3;6;8;0;NA;NA;no;parking;2022;erigeron;E 1.3;24.05.2022 00:00;Trimmis;9.5581385;46.908825;2761363.536;1197335.865;551.5339966;E 1.3_R1
C1;control;8;1;1;1;4;6;8;0;NA;NA;no;parking;2022;erigeron;E 1.3;24.05.2022 00:00;Trimmis;9.5581385;46.908825;2761363.536;1197335.865;551.5339966;E 1.3_C1
R2;removal;8;1;3;1;3;8;7;1;NA;NA;no;parking;2022;erigeron;E 1.3;24.05.2022 00:00;Trimmis;9.5581385;46.908825;2761363.536;1197335.865;551.5339966;E 1.3_R2
C2;control;8;1;1;1;2;7;8;1;NA;NA;no;parking;2022;erigeron;E 1.3;24.05.2022 00:00;Trimmis;9.5581385;46.908825;2761363.536;1197335.865;551.5339966;E 1.3_C2
R3;removal;8;0;0;0;3;6;8;0;NA;NA;no;parking;2022;erigeron;E 1.3;24.05.2022 00:00;Trimmis;9.5581385;46.908825;2761363.536;1197335.865;551.5339966;E 1.3_R3
C3;control;8;0;0;0;4;6;8;0;NA;NA;no;parking;2022;erigeron;E 1.3;24.05.2022 00:00;Trimmis;9.5581385;46.908825;2761363.536;1197335.865;551.5339966;E 1.3_C3
R1;removal;8;4;89;4;6;5;5;1;NA;NA;no;roadside;2022;erigeron;E 4.1;26.05.2022 00:00;Trin;9.3660772;46.828796;2746956.478;1188065.515;898.0748901;E 4.1_R1
C1;control;8;5;86;5;6;7;0;2;NA;NA;no;roadside;2022;erigeron;E 4.1;26.05.2022 00:00;Trin;9.3660772;46.828796;2746956.478;1188065.515;898.0748901;E 4.1_C1
R2;removal;8;3;38;3;6;6;2;1;NA;NA;no;roadside;2022;erigeron;E 4.1;26.05.2022 00:00;Trin;9.3660772;46.828796;2746956.478;1188065.515;898.0748901;E 4.1_R2
C2;control;8;4;108;4;8;3;2;1;NA;NA;no;roadside;2022;erigeron;E 4.1;26.05.2022 00:00;Trin;9.3660772;46.828796;2746956.478;1188065.515;898.0748901;E 4.1_C2
R3;removal;8;4;104;4;8;3;0;3;NA;NA;no;roadside;2022;erigeron;E 4.1;26.05.2022 00:00;Trin;9.3660772;46.828796;2746956.478;1188065.515;898.0748901;E 4.1_R3
C3;control;8;3;36;3;8;2;5;2;NA;NA;no;roadside;2022;erigeron;E 4.1;26.05.2022 00:00;Trin;9.3660772;46.828796;2746956.478;1188065.515;898.0748901;E 4.1_C3
R1;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.4;26.05.2022 00:00;Untervaz;9.5529588;46.914263;2760952.821;1197929.469;538.8092041;E 1.4_R1
C1;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.4;26.05.2022 00:00;Untervaz;9.5529588;46.914263;2760952.821;1197929.469;538.8092041;E 1.4_C1
R2;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.4;26.05.2022 00:00;Untervaz;9.5529588;46.914263;2760952.821;1197929.469;538.8092041;E 1.4_R2
C2;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.4;26.05.2022 00:00;Untervaz;9.5529588;46.914263;2760952.821;1197929.469;538.8092041;E 1.4_C2
R3;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.4;26.05.2022 00:00;Untervaz;9.5529588;46.914263;2760952.821;1197929.469;538.8092041;E 1.4_R3
C3;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.4;26.05.2022 00:00;Untervaz;9.5529588;46.914263;2760952.821;1197929.469;538.8092041;E 1.4_C3
R4;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.4;26.05.2022 00:00;Untervaz;9.5529588;46.914263;2760952.821;1197929.469;538.8092041;E 1.4_R4
C4;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.4;26.05.2022 00:00;Untervaz;9.5529588;46.914263;2760952.821;1197929.469;538.8092041;E 1.4_C4
R5;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.4;26.05.2022 00:00;Untervaz;9.5529588;46.914263;2760952.821;1197929.469;538.8092041;E 1.4_R5
C5;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 1.4;26.05.2022 00:00;Untervaz;9.5529588;46.914263;2760952.821;1197929.469;538.8092041;E 1.4_C5
R1;removal;8;2;6;2;5;8;3;3;NA;NA;no;parking;2022;erigeron;E 4.2;30.05.2022 00:00;Trin Mulin;9.3351517;46.829684;2744595.502;1188106.696;790.0800781;E 4.2_R1
C1;control;8;3;16;3;4;8;5;1;NA;NA;no;parking;2022;erigeron;E 4.2;30.05.2022 00:00;Trin Mulin;9.3351517;46.829684;2744595.502;1188106.696;790.0800781;E 4.2_C1
R2;removal;8;4;49;4;4;7;3;3;NA;NA;no;parking;2022;erigeron;E 4.2;30.05.2022 00:00;Trin Mulin;9.3351517;46.829684;2744595.502;1188106.696;790.0800781;E 4.2_R2
C2;control;8;3;28;3;3;8;4;2;NA;NA;no;parking;2022;erigeron;E 4.2;30.05.2022 00:00;Trin Mulin;9.3351517;46.829684;2744595.502;1188106.696;790.0800781;E 4.2_C2
R1;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 6.1;02.06.2022 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_R1
C1;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 6.1;02.06.2022 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_C1
R2;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 6.1;02.06.2022 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_R2
C2;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 6.1;02.06.2022 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_C2
R3;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 6.1;02.06.2022 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_R3
C3;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 6.1;02.06.2022 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_C3
R1;removal;8;1;2;1;4;6;6;3;0;NA;no;roadside;2022;erigeron;E 2.4;26.05.2022 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_R1
C1;control;8;1;4;1;5;6;6;4;0;NA;no;roadside;2022;erigeron;E 2.4;26.05.2022 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_C1
R2;removal;8;1;5;1;6;5;7;1;0;NA;no;roadside;2022;erigeron;E 2.4;26.05.2022 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_R2
C2;control;8;3;15;3;6;4;6;4;0;NA;no;roadside;2022;erigeron;E 2.4;26.05.2022 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_C2
R3;removal;8;3;15;2;7;2;6;3;3;NA;no;roadside;2022;erigeron;E 2.4;26.05.2022 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_R3
C3;control;8;2;9;2;6;3;8;3;0;NA;no;roadside;2022;erigeron;E 2.4;26.05.2022 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_C3
R4;removal;8;1;3;1;5;5;6;5;0;NA;no;roadside;2022;erigeron;E 2.4;26.05.2022 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_R4
C4;control;7;2;2;2;5;3;6;6;0;NA;no;roadside;2022;erigeron;E 2.4;26.05.2022 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_C4
R5;removal;8;1;1;1;8;2;3;5;0;NA;no;roadside;2022;erigeron;E 2.4;26.05.2022 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_R5
C5;control;8;1;8;1;7;2;6;2;0;NA;no;roadside;2022;erigeron;E 2.4;26.05.2022 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_C5
R1;removal;8;0;0;0;5;7;3;2;NA;NA;no;roadside;2022;erigeron;E 3.1;27.05.2022 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_R1
C1;control;8;1;7;1;5;7;0;5;NA;NA;no;roadside;2022;erigeron;E 3.1;27.05.2022 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_C1
R2;removal;7;1;2;1;4;6;5;5;NA;NA;no;roadside;2022;erigeron;E 3.1;27.05.2022 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_R2
C2;control;7;5;88;5;6;3;5;6;NA;NA;no;roadside;2022;erigeron;E 3.1;27.05.2022 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_C2
R3;removal;7;3;80;3;5;4;3;6;NA;NA;no;roadside;2022;erigeron;E 3.1;27.05.2022 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_R3
C3;control;7;3;44;3;4;5;3;6;NA;NA;no;roadside;2022;erigeron;E 3.1;27.05.2022 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_C3
R1;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 3.2;27.05.2022 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_R1
C1;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 3.2;27.05.2022 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_C1
R2;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 3.2;27.05.2022 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_R2
C2;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 3.2;27.05.2022 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_C2
R3;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 3.2;27.05.2022 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_R3
C3;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 3.2;27.05.2022 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_C3
R4;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 3.2;27.05.2022 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_R4
C4;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 3.2;27.05.2022 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_C4
R1;removal;8;1;3;1;4;7;2;3;NA;NA;no;roadside;2022;erigeron;E 3.3;31.05.2022 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_R1
C1;control;8;3;24;3;4;8;1;2;NA;NA;no;roadside;2022;erigeron;E 3.3;31.05.2022 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_C1
R2;removal;8;2;30;2;6;6;3;3;NA;NA;no;roadside;2022;erigeron;E 3.3;31.05.2022 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_R2
C2;control;8;4;78;4;3;8;3;2;NA;NA;no;roadside;2022;erigeron;E 3.3;31.05.2022 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_C2
R3;removal;8;3;106;3;4;7;4;2;NA;NA;no;roadside;2022;erigeron;E 3.3;31.05.2022 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_R3
C3;control;8;2;12;2;4;8;2;1;NA;NA;no;roadside;2022;erigeron;E 3.3;31.05.2022 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_C3
R1;removal;8;2;5;2;6;6;2;5;NA;NA;no;roadside;2022;erigeron;E 4.3;01.06.2022 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_R1
C1;control;8;2;3;2;5;7;0;5;NA;NA;no;roadside;2022;erigeron;E 4.3;01.06.2022 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_C1
R2;removal;8;0;0;0;4;7;3;3;NA;NA;no;roadside;2022;erigeron;E 4.3;01.06.2022 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_R2
C2;control;8;3;31;3;5;6;5;4;NA;NA;no;roadside;2022;erigeron;E 4.3;01.06.2022 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_C2
R3;removal;8;2;9;2;5;6;3;4;NA;NA;no;roadside;2022;erigeron;E 4.3;01.06.2022 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_R3
C3;control;8;2;11;2;5;6;5;3;NA;NA;no;roadside;2022;erigeron;E 4.3;01.06.2022 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_C3
R4;removal;8;1;1;1;5;6;6;3;NA;NA;no;roadside;2022;erigeron;E 4.3;01.06.2022 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_R4
C4;control;8;2;3;2;7;5;2;3;NA;NA;no;roadside;2022;erigeron;E 4.3;01.06.2022 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_C4
R5;removal;8;2;5;2;7;6;4;3;NA;NA;no;roadside;2022;erigeron;E 4.3;01.06.2022 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_R5
C5;control;8;2;7;2;4;7;5;4;NA;NA;no;roadside;2022;erigeron;E 4.3;01.06.2022 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_C5
R1;removal;6;2;15;2;5;3;5;7;NA;NA;no;roadside;2022;erigeron;E 5.1;26.05.2022 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_R1
C1;control;5;2;10;2;4;3;4;8;NA;NA;no;roadside;2022;erigeron;E 5.1;26.05.2022 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_C1
R2;removal;8;1;6;1;3;8;3;3;NA;NA;no;roadside;2022;erigeron;E 5.1;26.05.2022 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_R2
C2;control;8;1;4;1;3;8;2;3;NA;NA;no;roadside;2022;erigeron;E 5.1;26.05.2022 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_C2
R3;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 5.1;26.05.2022 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_R3
C3;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;roadside;2022;erigeron;E 5.1;26.05.2022 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_C3
R1;removal;7;3;31;3;6;3;3;6;NA;NA;no;roadside;2022;erigeron;E 5.2;02.06.2022 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_R1
C1;control;7;2;17;2;6;2;5;6;NA;NA;no;roadside;2022;erigeron;E 5.2;02.06.2022 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_C1
R2;removal;7;2;9;2;6;3;4;6;NA;NA;no;roadside;2022;erigeron;E 5.2;02.06.2022 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_R2
C2;control;7;3;49;3;5;0;6;6;NA;NA;no;roadside;2022;erigeron;E 5.2;02.06.2022 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_C2
R3;removal;6;2;4;2;5;0;5;7;NA;NA;no;roadside;2022;erigeron;E 5.2;02.06.2022 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_R3
C3;control;7;2;13;2;6;0;6;6;NA;NA;no;roadside;2022;erigeron;E 5.2;02.06.2022 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_C3
R4;removal;7;3;34;3;6;2;5;6;NA;NA;no;roadside;2022;erigeron;E 5.2;02.06.2022 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_R4
C4;control;6;3;32;3;4;0;5;7;NA;NA;no;roadside;2022;erigeron;E 5.2;02.06.2022 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_C4
R5;removal;7;2;35;2;6;2;5;6;NA;NA;no;roadside;2022;erigeron;E 5.2;02.06.2022 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_R5
C5;control;7;2;16;2;4;3;6;6;NA;NA;no;roadside;2022;erigeron;E 5.2;02.06.2022 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_C5
R1;removal;8;3;45;3;4;3;8;1;NA;NA;no;wastedump;2022;erigeron;E 5.3;31.05.2022 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_R1
C1;control;8;3;42;3;3;3;8;2;NA;NA;no;wastedump;2022;erigeron;E 5.3;31.05.2022 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_C1
R2;removal;8;3;20;3;2;5;8;1;NA;NA;no;wastedump;2022;erigeron;E 5.3;31.05.2022 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_R2
C2;control;8;4;90;4;2;3;8;3;NA;NA;no;wastedump;2022;erigeron;E 5.3;31.05.2022 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_C2
R3;removal;8;2;16;2;4;3;8;3;NA;NA;no;wastedump;2022;erigeron;E 5.3;31.05.2022 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_R3
C3;control;8;2;7;2;2;7;7;3;NA;NA;no;wastedump;2022;erigeron;E 5.3;31.05.2022 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_C3
R4;removal;8;3;14;3;3;4;8;1;NA;NA;no;wastedump;2022;erigeron;E 5.3;31.05.2022 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_R4
C4;control;8;1;2;1;2;4;8;3;NA;NA;no;wastedump;2022;erigeron;E 5.3;31.05.2022 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_C4
R1;removal;7;3;55;3;6;7;2;5;NA;NA;no;roadside;2022;erigeron;E 7.1;31.05.2022 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_R1
C1;control;8;3;80;3;2;8;0;4;NA;NA;no;roadside;2022;erigeron;E 7.1;31.05.2022 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_C1
R2;removal;6;5;206;5;6;3;0;6;NA;NA;no;roadside;2022;erigeron;E 7.1;31.05.2022 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_R2
C2;control;6;4;160;4;6;3;0;6;NA;NA;no;roadside;2022;erigeron;E 7.1;31.05.2022 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_C2
R3;removal;5;5;98;5;5;0;0;7;NA;NA;no;roadside;2022;erigeron;E 7.1;31.05.2022 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_R3
C3;control;7;3;108;3;5;6;0;5;NA;NA;no;roadside;2022;erigeron;E 7.1;31.05.2022 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_C3
